ORF	Gene	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Cell Count
YMR055C	BUB2	281897.8963373913	247.48021320869563	127235.08188	113.28362725217391	1150
YLR371W	ROM2	238427.81496701756	247.4850851473684	110170.59228701754	115.09769849122806	2850
YGL120C	PRP43	233123.1392	247.49143328650138	183540.15599283745	193.76095178512395	3630
YNL002C	RLP7	233462.27150175627	247.49558657389895	145027.86794433938	155.8678440907863	3701
YLR397C	AFG2	274078.98585998977	247.50784328053143	154251.81714665305	138.1379359376597	1957
YJR023C	YJR023C	248059.1138207489	247.52605204112953	108355.19181338244	107.71481084100675	3258
YDR533C	HSP31	242017.5084614761	247.53414322789945	268928.04399594484	270.2851704987835	2466
YCR068W	ATG15	232521.52126818066	247.5529357616739	131406.70181321766	139.57496139066086	3919
YLR399C	BDF1	238672.00884244754	247.5531990688738	124915.53973100799	130.1282807981082	3383
YGL105W	ARC1	259131.56440995607	247.59497088726206	292648.2041604685	275.85727821669104	3415
YDR119W-A	COX26	240675.8458209399	247.59720363474122	150053.65764485425	154.27094924449733	3362
YBL010C	YBL010C	232794.21940548258	247.60688436893204	105654.0059771559	111.69070921187893	3502
YGR132C	PHB1	239615.7115013423	247.6072090067114	106940.56849328859	109.8115070738255	2980
YDR363W	ESC2	244183.11447261585	247.62012982765222	136328.93543929528	138.68558583301416	2611
YOR208W	PTP2	266713.87368169765	247.631325198939	125979.85277188328	117.04958852785145	1508
YGL238W	CSE1	281829.1618746781	247.65296127324748	165834.5878248927	146.61497213733907	3495
YMR206W	YMR206W	256766.85780452547	247.65945725958517	107868.23502074167	104.04619305468259	3182
YDR449C	UTP6	252947.94815786084	247.6992834890464	134351.56403092784	132.54514913015464	3104
YLR130C	ZRT2	253557.58584904272	247.71522466126657	118140.67747717231	115.50306998527246	2716
YKL035W	UGP1	234468.35645368104	247.71850712578103	172290.79701439824	181.4599392773703	3681
YJR019C	TES1	239906.13031611455	247.7267872515441	127614.8328506457	131.78994440763617	3562
YGL039W	YGL039W	279455.9532823946	247.73537143363527	222271.24008507284	195.49933554549034	2539
YDR180W	SCC2	230399.32234733258	247.7462277752554	116724.57661369655	124.61886860764284	2643
YJL012C	VTC4	259991.6659012817	247.75775879465502	146652.08767384783	140.22730589310063	3667
YGL101W	YGL101W	244463.64174725662	247.76696403893806	158328.2806782301	159.4480355539823	2825
YMR212C	EFR3	225540.84638764046	247.7709608895131	114904.42489138576	125.89283441713484	4272
YMR118C	SHH3	226746.10148898265	247.77729793717768	95715.04970182841	104.02202758790436	4266
YJL121C	RPE1	241435.28647698744	247.80069011157602	263862.2305820549	268.1634017387262	2151
YKL007W	CAP1	269163.61598271976	247.82277534936136	170648.5563005259	157.24331273854244	2662
YKL106W	AAT1	248785.22355838816	247.82899845394738	199601.93936842104	185.28038626233553	2432
YIL076W	SEC28	263387.2634772147	247.84232648924535	165885.69439227122	155.89183923076925	2743
YAL054C	ACS1	244929.78315842204	247.85383713838448	154945.91869067	156.27330160300562	3194
YDR500C	RPL37B	222171.54430106384	247.88365449468085	164389.2979319149	183.42052332712765	3760
YDL245C	HXT15	242444.5101958333	247.88572812499999	172020.10004583333	168.30762281770834	1920
YBR287W	YBR287W	263198.1226995392	247.88690850691245	126967.82538801843	119.8035585529954	2170
YOR197W	MCA1	253533.64544024103	247.893649537998	210188.76773953802	204.55730854703714	2987
YGR128C	UTP8	296566.7338131405	247.8947666305003	145504.70223628692	121.8072533031947	1659
YNL133C	FYV6	223792.28976608696	247.9191096021739	129784.30635521738	144.55655453913042	4600
YJL090C	DPB11	258280.9152034632	247.92926797402598	113458.91865974026	108.45165287445887	1155
YLL029W	FRA1	255446.06234413577	247.9337339583333	139902.91174074073	134.813861404321	1296
YBR133C	HSL7	232535.48722328735	247.93478392097268	119682.27260556465	126.76413340191725	4277
YFR002W	NIC96	236170.1011295337	247.95031600000002	128657.84843678756	133.9499112046632	3860
YER036C	ARB1	235946.05667052022	247.9556589119347	197465.1114695682	205.5055881434886	2941
YLR441C	RPS1A	259295.52589454094	247.97024143300246	216324.6699869727	202.00299263647645	3224
YGL249W	ZIP2	256041.2622496687	247.9743403206997	105953.79142327061	102.52212086403392	3773
YDL238C	GUD1	263018.75776336424	247.98241592658587	131483.44643264433	123.536675171062	2806
YLR138W	NHA1	262944.03709013783	247.9877169459173	125383.12625097207	119.09088800282787	2829
YBR138C	YBR138C	250626.26537310073	247.99763740855374	109030.71239729882	108.06795740855374	3554
YDR334W	SWR1	230771.65684596336	247.99778445765233	99745.70486379396	106.46797385834572	4038
YAL064W	YAL064W	223739.79847198576	247.99820832904373	92810.83841971886	102.7822814234805	5051
YPL208W	RKM1	233904.60049285975	248.00320308311976	141352.2946583669	148.56255020139142	2731
YDR073W	SNF11	240390.61488287293	248.0167265524862	123138.1370287293	125.381063320442	1810
YHR025W	THR1	260591.75431613976	248.02480534664448	257145.35956516917	241.72449232945092	1803
YPR172W	YPR172W	280124.0672883363	248.02548976317348	265020.6745056246	231.22014796921255	1689
YKR046C	PET10	226361.85396728464	248.0441560261723	144516.11126761176	157.73295109269358	4585
YGL245W	GUS1	235942.87488348476	248.05412585515765	218221.80087867452	226.92058865312666	3742
YMR122W-A	YMR122W-A	270256.1499186138	248.06707304279337	132489.10396849565	122.1517565686532	3809
YIL154C	IMP2'	289057.7310173913	248.07961821304346	157146.66272782607	134.39894665652176	2300
YGR275W	RTT102	228161.93375283937	248.08664065711196	196150.300417523	212.97719829908058	3698
YAR019C	CDC15	255115.7517286387	248.0877089123122	113270.03701816552	109.9611032114824	4459
YFR013W	IOC3	246066.9650026497	248.0947329570747	120897.0387344992	119.85857737678855	1887
YDR489W	SLD5	260830.16329946523	248.09901716577542	126650.90431684493	119.5338727473262	1496
YIR021W	MRS1	241763.25811428574	248.1236262107143	244333.30851285713	247.52124865357143	2800
YHR037W	PUT2	243765.67621616228	248.12761647156637	274728.8210961091	279.46217573994016	3007
YIL020C	HIS6	233382.31621097302	248.148911148833	176729.42750712336	186.66942875719917	3299
YNL284C	MRPL10	266642.9467669774	248.14930444740344	119824.79229294273	111.07592170439415	751
YPL209C	IPL1	232031.1922873256	248.15116542000595	110217.00483585634	117.43141024636391	3369
YLL018C	DPS1	250133.73806572767	248.1619511234071	290153.97476190474	285.6848154393025	2982
YBR072C-A	YBR072C-A	245486.5042370821	248.17326868693007	281329.2769227963	278.6642456656535	1645
YCR023C	YCR023C	236967.68363074097	248.18757015309248	128841.24410042865	134.64830107164727	3266
YLR019W	PSR2	242426.34707815878	248.1891768303985	119263.41589681804	121.19895790855732	3237
YJL072C	PSF2	230961.52141911944	248.1936296253953	104315.78081877888	111.29407219168085	4111
YML013W	UBX2	253684.9493081295	248.19725814677537	146547.7178897949	144.32543438102297	4047
YIL150C	MCM10	273823.31478321675	248.21123054545455	128939.97194125873	116.41391967832168	715
YJL109C	UTP10	253679.98304393305	248.24732364016737	125257.1653870293	120.97098981171548	956
YGR245C	SDA1	232959.76055526995	248.25048681876606	144486.06298200515	152.81829597686374	1556
YCL051W	LRE1	261063.8134500537	248.26361524167564	116122.76157894736	111.30380627282493	931
YNL288W	CAF40	237523.7559429191	248.26447795158958	125552.60842124278	130.23007421965318	2768
YGL009C	LEU1	248565.1220493827	248.27254260631003	193288.98198628257	190.25540847736627	729
YML080W	DUS1	236113.7986375132	248.27350860906216	151842.19561433088	158.56229253951528	1898
YJR074W	MOG1	237481.07370381602	248.274589878696	236468.77070002526	248.91267598685874	3957
YNL086W	SNN1	240812.21893078586	248.29435940519105	121634.18131578948	124.504832148522	2774
YBL097W	BRN1	284441.97356352664	248.3082137277908	121675.37714314449	106.46825710023465	2983
YLR265C	NEJ1	231918.87203833868	248.3134597284345	142412.99690734825	152.2978300026624	3756
YDR416W	SYF1	261291.7014936964	248.31870933938478	124606.59507513868	118.3089035653051	1983
YOR138C	RUP1	237682.97616570603	248.32020923631126	125145.7338206052	129.0027424315562	2776
YGR292W	MAL12	264410.31176396087	248.32036662061023	212202.4305941278	197.01609084052964	1737
YLR141W	RRN5	246827.80503835288	248.3300752079128	112789.65275736779	112.39485892208316	2477
YCL055W	KAR4	233453.80836537867	248.33923058114374	101228.08037527048	106.82996177743432	3235
YDR292C	SRP101	238340.24708074916	248.34101450721525	149756.8597930611	154.17584883328217	3257
YLR137W	RKM5	247067.68767875002	248.3540844625	132295.501085	131.0435199625	1600
YDL123W	SNA4	276893.4972706223	248.36246323444283	143684.12314182345	127.35042130969609	1382
YHR116W	COX23	248084.90766035274	248.3658871913782	126426.22805225343	125.83002386022207	1531
YDR412W	RRP17	228796.29124698264	248.3691129908743	172261.48840211952	189.11022264645277	3397
YNL119W	NCS2	244140.47678128286	248.37287423238698	112780.46635015773	113.40014584121977	1902
YHR111W	UBA4	260505.1613352166	248.37627434714375	146918.26998681732	138.74425312617703	3186
YGL198W	YIP4	262356.30338291836	248.38867026158212	121378.88619855026	115.24808904191617	3173
YCL058C	FYV5	262937.5415122274	248.3938969795109	218747.40904163913	205.00207518836748	1513
YOR108W	LEU9	229536.300868503	248.40858837125748	289757.53917317366	313.8624394155689	4175
YBR217W	ATG12	241035.8036619018	248.4096782784338	112199.64232007458	114.53813975450589	3218
YOR356W	CIR2	226353.53671431888	248.4176358644697	198796.7353297749	218.57245270828497	4309
YDR284C	DPP1	238663.55117785235	248.41810538926174	176780.36920335572	184.43629567114095	2980
YDL180W	YDL180W	261904.68535852028	248.430042085793	125934.25450452577	119.21018153089335	2541
YBR184W	YBR184W	263881.36785992444	248.43521455390876	110870.4798326068	104.28190760534729	3441
YNL157W	IGO1	238132.27838470874	248.4449708616505	159785.13008191748	165.9000778762136	3296
YLR440C	SEC39	243796.10656803995	248.45101877340824	116974.66200873906	119.00296094257179	3204
YLR244C	MAP1	240827.1699278268	248.4562997460572	205572.85147340284	211.25933948409516	3741
YFL003C	MSH4	245984.2909034236	248.4572942641799	103318.51051047521	103.76393631067961	3914
YCL024W	KCC4	242731.7703079443	248.4590381777232	108355.75389434889	110.28460865274364	2442
YNL278W	CAF120	230958.68108834102	248.46888075500772	105728.7262696456	113.35060220338984	3894
YML050W	AIM32	231360.952600676	248.46921296475134	160203.12694785127	168.5892922235635	4142
YJL131C	AIM23	239835.09736347198	248.472419026522	185102.49339481615	191.50230579867392	3318
YGR028W	MSP1	252375.0470331614	248.50447877671334	129404.04725792189	126.42126851142224	2714
YLR452C	SST2	234102.7946826043	248.50821356052901	116817.68435859613	124.02319749745676	3932
YGL078C	DBP3	246914.30327165144	248.5214177057558	168397.84320118342	166.56486683700913	3718
YGR244C	LSC2	258418.9304122878	248.5261766531932	608458.5889814066	507.01706635408243	1237
YOR215C	AIM41	243362.0648129839	248.52914610184632	312440.1241078022	319.61554802561045	3358
YLR089C	ALT1	241739.19361221464	248.5293179543433	318091.0240764898	328.51457688111475	3373
YPL060W	MFM1	240793.1628922268	248.53841511828765	189593.08957191138	192.51522150206534	2663
YNL003C	PET8	243680.9763422053	248.54077773245768	118273.02246318701	120.24294536121673	2893
YNR033W	ABZ1	241147.761614899	248.5430213162879	127688.30544065656	130.90095856060606	3168
YOR299W	BUD7	247601.63659442725	248.54315811708418	110515.34024430059	111.00882043343653	3553
YOR180C	DCI1	292014.43894502433	248.54820499652052	154909.67929297147	132.91854669450242	1437
YOL038W	PRE6	253164.1485584563	248.56788286038594	204220.54961407493	196.7600971396141	881
YEL012W	UBC8	233560.65453304903	248.57195592750531	241793.70547441367	257.69533926172704	3752
YPR020W	ATP20	242881.56201024065	248.5731007936508	103533.54281003584	104.79108221198156	1953
YHL004W	MRP4	230864.24478778755	248.57362128789507	190318.44935927758	200.14571732745645	4651
YGL219C	MDM34	274508.24364544457	248.58279126783754	118033.54007354555	107.33010233260153	1822
YHL019C	APM2	281579.6631184158	248.58385792871286	134713.3009592079	119.0766984990099	2525
YJR127C	RSF2	284475.8461491525	248.59262052542374	117594.41485084745	103.36995119915254	2360
YJL046W	AIM22	243515.1952118644	248.59746758474577	114176.1377118644	115.30057717161017	1888
YBL009W	ALK2	261748.29080574872	248.60460245711633	110585.07791376913	106.11516011590172	2157
YLR222C	UTP13	233327.4426168162	248.62856852110338	118703.2721874377	125.09914664340312	3009
YLR259C	HSP60	235991.5880799373	248.6340534770115	155057.46568861025	156.89857200104493	3828
YNL267W	PIK1	241318.06581023723	248.67248286392012	116220.77775930088	119.6683378801498	4005
YDR473C	PRP3	273288.65673842677	248.67632380504327	132652.85332103877	120.47513732404968	2657
YCR067C	SED4	230283.36664626683	248.686213500612	122242.46242044064	132.00167231640148	3268
YJR111C	YJR111C	246105.02881571	248.69124261329304	142662.36975302116	143.52768840256797	2648
YMR291W	TDA1	240980.13604882627	248.69329230046947	110273.40046197183	112.51039783568075	2130
YLR107W	REX3	236221.72373211713	248.70462078732595	112403.03117714834	117.02309789246279	2083
YJL106W	IME2	254197.20040716615	248.718516009772	107393.09116612379	103.7538928257329	1228
YNR018W	RCF2	248438.13299790357	248.7282442278127	133830.21804332634	133.0595709014675	1431
YNL161W	CBK1	230599.34847138752	248.74361593153907	115206.99155474262	124.18317030310948	3827
YPL038W-A	YPL038W-A	229595.59908147008	248.74506160884093	95832.70959650476	103.32438231817014	3891
YOR156C	NFI1	289203.2216204239	248.77480954238922	128832.83480250482	110.918116738921	2076
YNL031C	HHT2	232698.22500301432	248.7756622607385	141085.03615599097	151.12466097588546	2654
YLR241W	CSC1	234317.77361196015	248.7783565182724	98056.41548881505	103.64451026356589	4515
YLR150W	STM1	242107.88362470627	248.79468623699228	305740.69582813024	305.7219409298422	2979
YDR499W	LCD1	224781.39889548087	248.79548481807646	101809.66606488991	112.18152372653533	4315
YKR054C	DYN1	226400.0536712707	248.79593980939228	96604.75582154696	105.2517526519337	3620
YMR080C	NAM7	247325.48216100322	248.7971748907767	144510.43659304208	144.78661118122977	2472
YKL174C	TPO5	262335.5325245043	248.80093308641975	128691.44075570519	122.2093171754583	2673
YER177W	BMH1	231516.52493060497	248.80679484282325	240860.37649940688	257.32916917556344	3372
YGL114W	YGL114W	259663.7109419744	248.80729467219294	128985.18455463453	122.6641477392615	1327
YPR171W	BSP1	231299.6898735286	248.80755911853274	114762.64558171366	123.30949116890228	3653
YDL145C	COP1	244573.71167078972	248.82299377259753	132462.2741779258	133.6654166983825	2102
YBR253W	SRB6	242699.9136167546	248.84187498021106	153265.20542612136	155.25749018469656	3032
YJL185C	ATG36	249738.1089577536	248.84356047558816	104657.54190943587	103.81605171515305	3953
YFR027W	ECO1	245818.33863993027	248.8605202441151	114603.39668090672	114.85108055361813	2294
YGR027C	RPS25A	287903.91964529915	248.86730937179487	353975.1842538462	296.73154846581195	2340
YDR469W	SDC1	222509.40431407146	248.8797309263344	153045.5194062638	171.85329691001326	4534
YKL218C	SRY1	230319.8360950312	248.88922511539505	157691.45004344283	169.44785242193865	3683
YOR062C	YOR062C	259266.58272588058	248.90659107197547	107806.84111179174	102.99893948698315	2612
YDR266C	HEL2	228978.51444020474	248.91465100511869	120540.54518380642	130.25968097719868	2149
YLL061W	MMP1	223759.37951477137	248.91641237757992	130992.94066653178	144.36446510724403	4942
YHR056C	RSC30	238121.0317521424	248.92606169742913	117339.90647857613	122.2211078773896	3034
YBR058C	UBP14	229493.79549604835	248.94742618781964	155062.95267038586	166.3575778614598	2151
YGL207W	SPT16	238161.0736674033	248.96943587845306	159676.6323563536	164.71973138950278	3620
YPL082C	MOT1	257702.2176358333	248.9867573958333	118714.08959833333	114.70709524583333	2400
YBR192W	RIM2	234022.191797769	248.98707586541923	118015.00580064772	124.98093532205829	2779
YLR377C	FBP1	230799.3352242128	248.98852533930508	215296.3824913138	232.42158046688382	3684
YJL217W	REE1	240990.9070857143	248.99240009523808	300069.5515852814	302.79796308658007	2310
YBR158W	AMN1	255574.8236121361	249.00385220992212	106193.10454612547	102.99500927839277	2439
YFL013C	IES1	234673.39838750527	249.01452391304346	102996.9042059941	108.53866872520051	2369
YMR222C	FSH2	239872.10294602273	249.02562034943182	165536.85882556817	170.25008798011365	3520
YJR132W	NMD5	239576.22653409743	249.04032246131806	144659.61671633238	150.02453166762177	3490
YGL174W	BUD13	247696.42981342756	249.04193489988225	128887.68053521789	128.5962785465253	4245
YDR384C	ATO3	233305.7829908339	249.0431723451822	139443.05433266264	145.4915296892466	4473
YJR086W	STE18	243636.77939423322	249.05226852513394	121190.78508446032	123.6813308088798	3919
YOR038C	HIR2	241503.98457714036	249.06956315514992	104758.14563494133	106.9102345067362	2301
YKR025W	RPC37	242595.7683964041	249.07965289811645	113082.30863099315	115.03820064640412	2336
YBR222C	PCS60	262710.31102872064	249.0851080548303	168059.88262140992	157.86314842036555	2298
YGR216C	GPI1	267170.1709196996	249.1070964644714	110818.35644829577	102.93604703639514	1731
YOL165C	AAD15	274424.6448963008	249.11460255306244	112768.44024863554	102.9485812886598	3298
YKR094C	RPL40B	273310.4920102516	249.11897291239518	190954.27362441752	170.76305137931033	2146
YLR010C	TEN1	250924.67748535826	249.132446847352	167470.95999252336	165.7217746915888	3210
YLR047C	FRE8	235206.7441433584	249.13791420802005	100145.97089724311	105.59184028320803	3990
YLR246W	ERF2	261012.65231196454	249.14820555982274	110672.97108005908	105.89896082127031	3385
YBL101C	ECM21	256672.49812354948	249.15623754948805	124195.27275358362	120.76010728668942	2930
YLR239C	LIP2	248661.59842286457	249.1598133712244	245998.77456641768	243.50470313413445	3079
YDR429C	TIF35	249093.93815356487	249.16666669104202	217519.63298171846	214.0405311563071	2188
YLL043W	FPS1	270731.4590475624	249.16930506242568	140636.18982818074	128.14510352259217	3364
YER010C	YER010C	246270.7423074313	249.17012376654225	193990.78924737018	196.06972742449952	2947
YJL146W	IDS2	229206.62059198454	249.17031831965235	121646.0886204732	131.06907667793337	4142
YLR023C	IZH3	278015.35833741416	249.17681012541058	115716.96263541355	104.16490275903254	3349
YBL085W	BOI1	279924.4248102564	249.17717693040294	137342.1407003663	121.3076315897436	1365
YPR132W	RPS23B	258646.50333383915	249.18919705614567	215857.652461305	204.76353374810319	1318
YNL056W	OCA2	234894.239409622	249.18940774914088	141261.4866034364	149.06907169072167	2910
YEL048C	TCA17	285629.32317752443	249.19090335504885	174872.98785993486	151.3398959690554	1228
YJL190C	RPS22A	243037.45336376812	249.20308236231884	284000.2830289855	286.59923351449277	1380
YLR189C	ATG26	240923.7123515742	249.21737987631184	123437.78104647677	126.09608915667165	2668
YAL024C	LTE1	242408.77024451218	249.231462722561	108411.880225	111.26750661585366	3280
YJL213W	YJL213W	234287.2191712679	249.23406950920247	252360.9738634969	253.07767597903887	3912
YKL213C	DOA1	239135.88249052936	249.2396279504614	149229.6201563866	153.92431354541037	2059
YLR051C	FCF2	243462.42485098745	249.24203914183124	107103.73609766607	108.59593676481148	2785
YNL330C	RPD3	250721.793125	249.25106370907739	113750.37983705357	112.18122369047619	2688
YEL067C	YEL067C	250915.6845506303	249.2540808540057	114378.32326555511	113.13449699877998	2459
YDL200C	MGT1	241495.25796550344	249.26387465302847	103656.47851584437	106.09519265543521	2493
YNR015W	SMM1	268359.44872795115	249.268793307327	112545.4121431479	105.54916798846675	2948
YDR108W	TRS85	269101.64625618863	249.27090791355596	125382.78582554027	114.86106495481336	2545
YGL131C	SNT2	236216.59208806424	249.2757031542509	101039.29299861535	106.33817077540847	3611
YML083C	YML083C	262168.0753667502	249.27640163951546	107385.99808228906	102.70638248955723	4788
YMR065W	KAR5	227286.2545872123	249.2782123017903	94829.05597647058	103.35509809207161	3910
YPL007C	TFC8	248182.97316830064	249.27937102124184	136868.6791503268	136.06916897875817	1224
YNL302C	RPS19B	287527.53551612905	249.28714552631578	256035.2338794567	216.44738696095075	1178
YMR052W	FAR3	259223.34262899263	249.3017604115479	234393.26259029482	220.87370078931204	3256
YGL025C	PGD1	238538.60308070175	249.3179617263158	127494.77205333333	132.81092603859648	2850
YGR129W	SYF2	248807.61245466996	249.3197465379348	130749.568628321	129.92271189263215	3651
YGL096W	TOS8	236331.3730167533	249.3366727931831	131639.98249855576	138.17669593009822	3462
YMR121C	RPL15B	276432.71635050327	249.33895988158673	120125.30432800473	108.41344513913559	1689
YKR036C	CAF4	267735.91318252595	249.3434367430796	124976.58908737026	116.68877621107265	2312
YKL106C-A	YKL106C-A	225546.17788549123	249.34596359791806	92856.26718759487	102.17930388635871	4611
YIL137C	TMA108	260016.4160275229	249.34649103836531	189645.76015679733	179.29184140116766	2398
YJL025W	RRN7	242063.70562576468	249.37163259086003	103421.71387405542	105.86482259445843	2779
YDR005C	MAF1	251047.3672451072	249.38046526794037	125741.52572227399	123.65382079217147	4292
YDL246C	SOR2	268466.04806758557	249.3995426900845	118863.18187461095	109.87239235215651	2249
YKR038C	KAE1	269957.5389577825	249.42998025586357	120026.73260724946	110.6271664989339	2345
YIR009W	MSL1	245617.98337717718	249.43907942042043	118147.58532012012	118.5455453933934	3330
YDR189W	SLY1	240578.09329829548	249.4645607102273	160676.94358096592	165.03176325639205	2816
YMR268C	PRP24	225342.4573680574	249.47540626361945	110831.31536752591	122.00224998139782	3763
YMR017W	SPO20	245357.45047272727	249.47540866955268	103274.64475382396	105.26892776334776	3465
YDR539W	FDC1	251395.23966822674	249.4852266770671	198611.10453562145	193.75054957878314	1923
YPR022C	SDD4	248438.0183087607	249.49078169337608	116645.88302884616	116.34544748931624	1872
YOL042W	NGL1	236187.99149972145	249.493382816156	114411.29831309192	120.25465577437325	3590
YPR054W	SMK1	270387.4936026553	249.50022002370793	121409.42619345662	112.50266132290184	2109
YJR070C	LIA1	232426.5842627329	249.51928195962734	192973.01332546584	207.45940031366462	3220
YIL103W	DPH1	227967.25309731232	249.52216553058386	115612.50881093605	125.44815121872104	4316
YBR005W	RCR1	233614.62963768467	249.52496698958583	112144.88223104867	118.69749118188423	4129
YLR231C	BNA5	255515.83224421245	249.53814316386746	238283.90158420336	229.41349225147528	2203
YGR145W	ENP2	229999.72739933408	249.54592810654827	134450.7338290788	145.81476992896782	4505
YGL160W	AIM14	251773.29944058374	249.55654364489226	114196.54517859625	112.87533814454481	2878
YFR053C	HXK1	230416.32014445096	249.55894671462127	144984.61807751027	155.82519833235466	3406
YGR050C	YGR050C	261154.2355263158	249.55983026315792	111552.86232817337	105.52964591331269	646
YNL059C	ARP5	228506.2374792784	249.56183361774745	125596.55069380789	136.59294478059482	4102
YBR135W	CKS1	248251.5380154008	249.5707911515576	191331.3944662233	191.2215229436472	2857
YPL157W	TGS1	241756.44228709055	249.5708731374438	102600.14254913294	105.64540769107258	3114
YER047C	SAP1	260376.2334686907	249.57261200506008	122206.10557874762	117.06012748260595	1581
YJR060W	CBF1	237999.97389045265	249.5778653746672	141862.2859817421	146.81920218333968	2629
YNL106C	INP52	254430.8711506024	249.58459654618474	124521.02404116465	121.79632992971888	1992
YBR297W	MAL33	230170.73234629317	249.59605943974887	102910.0963786525	110.71378273363922	4141
YGL235W	YGL235W	274653.7389478411	249.6036554956822	122078.69528151985	111.63103429360967	2895
YLR314C	CDC3	232371.85586206897	249.60740886254789	156086.18080890804	167.9388624401341	4176
YGR277C	CAB4	253649.2064848693	249.61699324965613	153196.50709009627	149.3299690130674	2908
YLR129W	DIP2	257024.76142802183	249.6287100512985	122442.88040461687	118.99063125360692	3119
YBR056W	YBR056W	227893.55479289943	249.63035616630333	194792.0487642479	210.74203269075056	3211
YBR170C	NPL4	245906.25893344564	249.63419892586353	145359.0236461668	145.67633206823925	2374
YPR011C	YPR011C	262298.7170137195	249.63431460365854	130061.0575289634	124.25781877667681	2624
YOL071W	SDH5	233598.58402514667	249.63984117351217	260785.7861793797	279.9978592581727	2386
YPL254W	HFI1	237051.67620479304	249.64331351073764	101101.24215873015	105.8662112605042	3213
YBR004C	GPI18	236725.63444452744	249.6505116212178	118771.94801942473	124.33624587598057	2677
YOL146W	PSF3	263324.9755165434	249.6550923822499	112562.23820241338	106.23944961463604	2569
YGR034W	RPL26B	286605.9253733014	249.66440341326938	258702.74051478817	220.47843586730616	1251
YDR201W	SPC19	227464.0491448226	249.68870404055033	140807.72081245473	153.6810783743664	2762
YDR322C-A	TIM11	238352.18462782726	249.70407972583965	135203.05501850584	140.5510068677176	2918
YDL149W	ATG9	237717.36659702798	249.71474127403846	112123.54045410838	117.1223542416958	4576
YDL039C	PRM7	275037.5211230639	249.72374943114616	113452.98986595325	103.4781436693889	3551
YPL219W	PCL8	244906.7472368501	249.73648885071452	116210.7573833992	117.92411254484647	3289
YEL007W	MIT1	232928.03064694282	249.74722395463513	105202.90682692308	112.2898415877712	4056
YOR367W	SCP1	245983.87563435372	249.76317543792518	168808.31203316327	170.95414534438774	2352
YDR235W	PRP42	238033.82831023965	249.76859474945533	101835.65209281046	106.52846636601306	4590
YBR151W	APD1	226118.19893320272	249.79737687952985	137326.88040391772	150.89011661116552	5105
YIR018C-A	YIR018C-A	230706.10522800806	249.81102497219413	95715.61601617796	103.07185255308393	3956
YGR271C-A	EFG1	227691.864703212	249.81514968094217	147034.0079203426	161.91642971734476	4670
YKR066C	CCP1	235851.36471896272	249.8236503306321	315081.0632991896	335.82827288816856	3085
YML101C	CUE4	250327.37527449854	249.8270564469914	140874.54111518624	139.22658324928366	1745
YJR143C	PMT4	264886.9927346018	249.8436854659787	198350.0675898097	188.031545324089	3101
YER072W	VTC1	267337.8306551724	249.84444020283976	260834.98329411764	244.258728346856	1972
YDR378C	LSM6	250402.229192898	249.84556597953656	145292.23677520314	143.63704726452002	3323
YCL044C	MGR1	263230.1231536293	249.84869842847078	117288.04475968992	111.95587531712474	2838
YGR173W	RBG2	242158.3360304665	249.86555974611235	109537.6811107585	111.79946398603619	3151
YJL126W	NIT2	260370.62692959042	249.88507647031753	150921.24390243902	143.2379366912103	2173
YDL243C	AAD4	238537.87963296846	249.8855119478429	118941.10714616871	122.72379200901482	3106
YJR001W	AVT1	247091.4360914042	249.88649605020126	115357.52216102298	115.89152999526402	4223
YDR463W	STP1	253519.33687957417	249.89346908183634	138418.76272521622	134.6333333599468	1503
YBR181C	RPS6B	301118.18773500447	249.90419616830798	142264.2587663384	117.38393786034018	1117
YLR108C	YLR108C	250761.92354180987	249.92193250859108	115113.28515234822	113.41818736540664	873
YDL103C	QRI1	251025.51939651417	249.93021347494553	207464.01042374727	205.92489881263617	1836
YIL024C	YIL024C	241624.50756020943	249.93174178883072	136088.00248051193	139.96926234147762	3438
YCR106W	RDS1	252015.63890366527	249.93186493674995	120260.69612909504	117.84947879338307	3083
YMR054W	STV1	269251.2827300509	249.93824132144877	130872.95873627618	121.95114421052631	3534
YEL008W	YEL008W	247445.4194322685	249.94307597654674	103033.07521714516	102.9843711403154	2473
YDL084W	SUB2	279159.2465274725	249.94697114885113	363455.4581078921	339.3591146453547	1001
YGR262C	BUD32	233628.81412806112	249.95543387328692	119592.94407998203	126.92225685688611	4451
YDL231C	BRE4	262245.6251687151	249.9582708435754	124005.22185810056	117.73804115642459	1790
YAL064C-A	TDA8	248153.37426419754	249.96568829012344	103493.07596296296	103.35490237037038	1620
YHL018W	YHL018W	241557.30363441538	249.9691155972266	127920.408027734	131.41905009454774	3173
YDR165W	TRM82	234306.42627373937	249.983159194499	155363.5229436804	163.79510251473477	3054
YDR435C	PPM1	234083.66956070016	249.99196971485034	151404.65866572558	160.2777189582157	3542
YOL013W-A	YOL013W-A	240936.84017581877	249.99460950751046	99981.01231371582	103.43762394976606	4061
YOL056W	GPM3	245905.93196721314	249.99671826697892	146659.9808423107	146.74529591334894	2562
YJL157C	FAR1	267348.0349718631	250.00131187832702	113225.36735057035	104.82035158174905	1315
YFR001W	LOC1	245903.12886867087	250.0026369066456	181644.72784651897	182.93095669303796	1264
YGR012W	MCY1	235211.3100996264	250.00935370693233	142567.88368285596	150.07775483188044	2409
