ORF	Gene	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Cell Count
YPL234C	VMA11	191440.03978431373	128.94444495331464	156692.54762558357	106.48980560224089	2142
YOR187W	TUF1	119028.78881751825	132.8820999270073	121038.05826277373	137.6313004379562	137
YMR314W	PRE5	126624.10335064935	136.35106675324676	173719.38935064935	177.72072142857144	77
YNL323W	LEM3	153046.99053679654	138.80780037296037	119458.46519080919	108.72696691974693	3003
YMR272C	SCS7	157843.4476985377	139.17396648668915	123874.80244694413	110.18202714285715	2667
YGL176C	YGL176C	149214.4514152124	140.49504751070137	109401.26539677313	103.44260052683569	3037
YDR088C	SLU7	126922.19672131147	140.49717672131146	156798.63878688525	179.42263819672132	61
YIL034C	CAP2	150985.30944502278	140.62645636955108	124260.22937020169	115.62755058230319	3074
YNL268W	LYP1	127036.47504918033	143.13107573770492	106225.88524590163	121.49521836065573	61
YJL139C	YUR1	134856.18679120878	143.61047197802196	104658.75789010989	110.93049010989012	91
YNL326C	PFA3	157353.96938844558	143.80013221193744	114775.63809320141	105.37626193744015	3133
YLR071C	RGR1	156434.7126727559	143.96724170708663	112689.41539779528	103.99850653858267	3175
YFL068W	YFL068W	148712.84380392157	144.50713862745098	133781.568627451	131.0852325490196	51
YOR087W	YVC1	157135.2839236779	144.80605692608174	122140.57212860578	113.43577158954326	3328
YDR475C	JIP4	289523.87395083584	146.0653079154376	214209.39217502458	110.44618163225172	1017
YLL060C	GTT2	158786.60763664122	147.89684962748092	129520.58697160306	120.3031965557252	3275
YJL091C	GWT1	152059.37805405408	148.02785045045047	127688.05427027027	125.51369621621622	111
YPL039W	YPL039W	159211.5484945783	148.05892052108433	109532.23824939759	102.17546660240963	3320
YNR026C	SEC12	168881.5995288816	149.05236468660385	127311.99841622286	113.65449648504712	2441
YOR254C	SEC63	223146.0481265823	149.9892530987342	160444.36148962023	109.1716990835443	1975
YML074C	FPR3	172018.71133360488	150.1307623095723	165090.18033645622	142.29339844806518	2455
YMR266W	RSN1	167839.65363298412	150.25763109834404	115471.35418384589	103.98661194322406	2959
YOR153W	PDR5	169111.29708529048	150.43736936135147	126827.49898640298	112.21537558302431	2427
YNL006W	LST8	175272.93080840938	151.4033206743356	118420.16737961126	103.03176804442681	2521
YPL200W	CSM4	250939.74091927512	151.96051586490938	163447.22560461285	102.9389312520593	1821
YPL085W	SEC16	163975.26077886357	152.20778630836048	117376.57078175896	109.69128080709375	2763
YMR104C	YPK2	158932.4011918895	152.91167854246254	112181.25447957685	108.2075459124302	3403
YPR185W	ATG13	155516.57640797645	153.19508205622753	110497.22587708401	109.16890952925793	3059
YKL212W	SAC1	142072.5370149254	153.39656000000002	107717.03053731343	116.67504358208956	67
YJL134W	LCB3	144405.02260674158	153.60681112359552	113192.14604494382	122.01889606741572	89
YIL102C	YIL102C	145889.21340983605	153.72089098360655	190831.93504918035	202.12807524590164	61
YPR139C	LOA1	159052.9852352941	153.9453755882353	127921.79397058825	128.50129455882353	68
YPL045W	VPS16	141783.2775949367	153.99880088607594	111732.9617721519	121.53702202531646	79
YOR086C	TCB1	170570.62928479334	154.67665881683732	132049.42618202502	120.45166483883202	2637
YMR274C	RCE1	172842.10478312458	155.23854331905076	115050.34372709294	104.1259943144364	3034
YPL145C	KES1	174186.03003058105	155.46820953254695	140986.19123634775	126.08831042376583	2289
YNL251C	NRD1	168311.3300405977	155.81385228361995	111604.72400281928	104.01148948689033	3547
YLR347C	KAP95	172538.67038510504	156.21771672183323	126470.07926734565	114.53210007320179	3142
YPR183W	DPM1	168905.61682933077	156.24188715978224	139301.1289811079	129.4280439545309	3123
YFR052W	RPN12	167788.43631879304	157.2597524335848	120129.18627681208	112.7450683568383	3049
YBR289W	SNF5	177210.4816165803	158.1227021354552	117019.27608512212	104.77624779052553	2702
YOR388C	FDH1	175952.45226470588	158.1924407257033	165061.37585997442	147.49713991048594	3128
YNL297C	MON2	178129.58201729108	158.45913601825168	120224.6608712776	107.89654822286263	2082
YOR089C	VPS21	183951.27008349146	158.9336344629981	139444.63994155597	121.79654779886147	2635
YOR157C	PUP1	185587.41675324677	158.97070856060606	142488.60059415584	121.83948061688311	1848
YHR137W	ARO9	175079.2672914573	159.15748151830581	139796.38597846375	126.48852271356785	2786
YKL186C	MTR2	264945.7362689655	159.8320384310345	209159.82615172415	128.23005810344827	580
YKL215C	OXP1	177367.66658601022	159.84599506454518	128101.48159591714	115.69583858901231	3331
YOR342C	YOR342C	173745.4996406098	160.69857784301004	110204.46513720402	102.35143189101524	3083
YNR030W	ALG12	173619.42897494172	160.85840509906762	128888.91256759907	120.21850575466202	3432
YPR088C	SRP54	280496.45907452726	161.11951016685205	185255.9676195773	111.74474042269189	899
YOR034C-A	YOR034C-A	185508.5618187461	161.64098050900063	118387.01115456238	103.9727595716946	1611
YOR346W	REV1	177571.8381509434	161.84779324710894	112397.61203164942	103.16424871272062	3286
YLR398C	SKI2	139518.67007999998	162.760114	89798.5497	104.81111510000001	100
YFL028C	CAF16	176075.04094002242	162.92128186378926	151071.56756726457	138.9226534192825	3568
YBR236C	ABD1	140491.98632432433	162.93824148648648	107301.58072972973	126.18651459459458	74
YEL029C	BUD16	177301.81055865332	162.9862526959495	116547.70253340347	107.91830447659126	3802
YPR048W	TAH18	177262.6692687964	163.02868398838336	120869.8747654082	111.50028506615038	3099
YPL147W	PXA1	181080.67536576703	163.25393069602273	112656.76742684659	102.41193859375	2816
YPL087W	YDC1	169603.8835765271	163.3517488846946	106783.74400274537	103.41981070350033	2914
YPR173C	VPS4	174849.58057115567	164.03080958293538	136488.1298484559	128.4147992964024	3141
YDR231C	COX20	178315.18011162535	164.06789101551865	123846.32806370813	114.82556651783284	3673
YNR062C	YNR062C	186075.45085392246	164.53229186654644	122248.40305320108	109.03807289900811	2218
YMR230W	RPS10B	180576.24658563538	164.94054002455493	134781.27138674032	123.03284054941682	3258
YPL244C	HUT1	246950.24648369759	165.36673782515228	176920.02414833393	120.52534566463633	2791
YOL077C	BRX1	163737.68545098038	165.93585078431374	262656.862745098	273.4552456862745	51
YLL053C	YLL053C	191473.8154296741	165.95261428816465	119778.62732418526	104.53174361063465	2332
YMR319C	FET4	177868.35134923662	165.97843118638676	120818.28471119594	112.57519487277354	3144
YBR060C	ORC2	189707.97804662664	166.03920976686683	117026.4768392794	103.16857740727659	2831
YPR094W	RDS3	145782.79390804598	166.04143195402298	130865.09160919541	152.31747367816092	87
YNR040W	YNR040W	193286.5888987775	166.3593926943765	124081.68651833742	107.37781019559903	2045
YNL008C	ASI3	182920.8377810945	166.7866118474295	112043.0640159204	103.2826271774461	3015
YPL065W	VPS28	176592.67388821012	166.9077470006109	117137.0100299328	111.1774208613317	3274
YPL032C	SVL3	180573.16021023513	167.08217767634855	122834.84918395574	117.21361905025357	2169
YOR070C	GYP1	183045.52988418323	167.25055678478824	119134.99870872949	109.5458854278306	2314
YJL019W	MPS3	256417.03093184278	167.25313477821854	152062.92391849982	102.32716616660656	2773
YOR060C	SLD7	181766.86225192237	167.4546219077261	111700.74256975467	103.89592878432809	2731
YNL329C	PEX6	188512.68049859154	167.67379555985917	118319.38378028169	106.24349698943662	2840
YOR167C	RPS28A	184502.16103291296	167.7542191448785	226838.9863525069	201.20098214087974	3251
YPR181C	SEC23	180175.99832163157	168.76717709127382	119521.13606686727	112.780964112337	2991
YNL280C	ERG24	184392.04376895045	169.0572087973761	141100.11693586005	130.15333066690962	2744
YOR149C	SMP3	185953.38180200002	169.31042997	122191.96629999999	112.18483138	3000
YPL076W	GPI2	182491.70991459073	169.59550706890974	110588.25298220641	103.59468627952118	3091
YOR304W	ISW2	184716.79289822487	169.65390055325443	115194.96330828402	106.4799869556213	3380
YBR140C	IRA1	187941.98118548663	169.65707866395388	116653.8174750763	106.08354029840625	2949
YEL034W	HYP2	148770.3916862745	169.88555235294118	231252.07784313726	257.8534637254902	51
YNR035C	ARC35	192159.80427335092	170.0081758944591	145937.4184211082	130.93989050131927	1895
YBR281C	DUG2	167826.17089113191	170.03526026435955	110559.59648257631	112.40787123287672	4161
YLR029C	RPL15A	157373.7449148936	170.22259659574468	113036.06382978724	122.15590319148936	94
YPR120C	CLB5	172352.56815747288	170.42052369636966	103468.86519377652	104.44083565770863	2121
YNL042W	BOP3	178876.2329076071	170.5598474322355	110867.46750859809	106.83642335762168	3431
YPL195W	APL5	195579.19948714811	170.58106646878824	118505.01218604652	104.95046190942472	1634
YPL098C	MGR2	201001.91260909615	170.64222255613126	135366.53771675302	115.92804632700057	1737
YPR176C	BET2	182767.4230249201	170.8355310511182	124136.67249392971	116.50816933865815	3130
YGL240W	DOC1	142110.42712500002	170.966653125	90957.43754166667	109.0760203125	96
YLR425W	TUS1	183106.2549817159	171.0183588748242	114268.35080900141	107.4872783628692	3555
YAL003W	EFB1	142514.13725490196	171.09226215686274	105159.6961372549	126.23229941176471	102
YPR170W-B	YPR170W-B	183435.77950422725	171.1253481061887	158844.14346838012	148.65905229624622	2957
YPL084W	BRO1	185194.62813129672	171.1442690965226	127721.02372700683	118.8250397075073	3077
YOR075W	UFE1	188732.05426451613	171.19686940725805	112350.83505000001	103.2962413064516	2480
YNL273W	TOF1	167157.3615469256	171.59750903374945	101666.31166250577	104.51846371243643	4326
YPL070W	MUK1	181481.3547301365	171.64479074553728	119612.41756737838	113.60724907945396	2857
YNL270C	ALP1	173819.01492307693	172.07402323076923	128901.27723076922	127.88595184615383	65
YIL145C	PAN6	194853.58108048642	172.16671512449335	132598.06622640416	117.77126374348582	3454
YGL075C	MPS2	240959.72222573007	172.4354209905288	146214.70995422258	105.59358417521705	2534
YOR068C	VAM10	181509.0070365019	172.5471639619772	106223.93384942965	102.32317805323194	2630
YOL034W	SMC5	139515.59334065934	172.80468	94326.21938461538	115.0540089010989	91
YPR147C	YPR147C	183781.09043215762	173.03896984429616	133532.52281347313	126.2879753447728	3147
YPL192C	PRM3	189449.88844067795	173.0419525661017	125389.16914169492	114.84630028813558	2950
YOR316C-A	YOR316C-A	197614.0157867604	173.2840450966608	115953.02518336262	102.72290974223785	1707
YPL050C	MNN9	186191.57298180077	173.56953258620692	129200.47275478927	121.29112396072797	2088
YGL049C	TIF4632	205065.37252535613	173.7074608945869	134052.34182905982	113.69828913390313	1755
YDR333C	RQC1	189154.17632299886	173.81600093291996	121044.27340304396	112.02216706595264	3548
YBL068W	PRS4	278214.9487991968	174.3170637550201	247430.4668704819	154.04152863453814	1992
YKL157W	APE2	139181.4134887218	174.76253458646616	109048.39854135338	137.95452518796992	133
YCR089W	FIG2	196192.9205322741	175.15207086395236	115969.25624627607	105.1654600695134	1007
YNL294C	RIM21	192111.4134988435	175.19905393600615	113137.96564687742	104.03326411333846	2594
YOR293W	RPS10A	176489.03797468354	175.60060316455696	117900.86126582278	118.05636506329114	79
YBR167C	POP7	202217.4963775464	175.6517901765505	118593.36214938886	103.90401852874604	2209
YPR138C	MEP3	197837.36810791926	175.68024688664596	116965.03179425467	104.4728847515528	2576
YOR059C	LPL1	195940.5333393057	175.685531881299	123899.22986935424	112.15416539007092	2679
YPR192W	AQY1	187497.61648226948	175.70126448041935	130645.4653129818	123.25489230650632	3243
YPL241C	CIN2	201939.0939965169	175.7260884987809	131506.31558899337	115.42471279345176	2871
YLR025W	SNF7	179371.07064788733	175.83681274647887	114200.80277464789	115.45868169014084	142
YPR149W	NCE102	197691.53498576512	175.93431070581258	209839.64479952553	180.2008605516014	1686
YNL188W	KAR1	200551.63127476934	175.99010166867228	135650.39993100683	119.95390264741275	2493
YLR375W	STP3	149242.84628571427	176.08920802197804	363327.85758241755	442.81799714285717	91
YNL321W	VNX1	188992.03608358372	176.12401267413276	116271.63616552854	109.34087136301557	3661
YMR001C-A	YMR001C-A	158976.90291666667	176.13855777777778	99010.27766666666	109.10459527777778	72
YLR056W	ERG3	153761.09911111114	176.60675901234566	185933.91313580246	222.14408358024693	81
YLR215C	CDC123	197808.83994846154	176.6216208423077	132250.99033615386	118.1422883	2600
YLR451W	LEU3	164610.9655172414	176.73906770114942	113111.66655172413	121.98569781609194	87
YOR067C	ALG8	188144.22883541146	176.96505714463842	122956.9775872818	116.5890449127182	3208
YOL133W	HRT1	199353.6052156167	177.11178352262644	143368.68100532386	127.2212943655723	2254
YGL093W	SPC105	177427.64268925178	177.27403499146965	102138.52762953937	102.1798093175725	4103
YDL133C-A	RPL41B	158932.88730827067	177.30630789473685	106585.53389473684	118.06252142857143	133
YNR065C	YNR065C	197215.98553248492	177.46569723375757	116259.26896048225	105.44580144005359	2986
YDL115C	IWR1	189132.94934032514	177.8688835553225	110819.14838175144	104.53377531725224	3814
YNL287W	SEC21	198085.7742616591	177.8944275237309	138137.35315229057	124.55360151877836	2423
YPL181W	CTI6	187208.59202203268	178.02899154228857	107171.93387917554	102.69337765458422	2814
YCL047C	POF1	196322.43262319677	178.20612574725908	132741.10677207157	120.82595101846509	3466
YGR179C	OKP1	209585.79801194355	178.56401306731814	121680.30453311617	104.67037865906623	1842
YPL058C	PDR12	190466.2056489967	178.609222557652	127543.49898772087	118.39018164420484	3339
YNL264C	PDR17	197308.5086078228	178.66046874350985	141745.38037175493	128.40982602284527	2889
YPL036W	PMA2	199862.48378579234	178.6944982240437	161594.35138688525	138.55847155191256	1830
YNL293W	MSB3	196429.74914561544	178.69819643201933	120318.90745776347	110.82613974658084	2486
YMR244C-A	COA6	180309.45394437783	178.75153690242146	120199.78623783265	119.62063735794774	4171
YGL023C	PIB2	141390.41108411216	178.80492420560748	293467.9442616822	374.7479455140187	107
YFR047C	BNA6	209599.4209812253	179.03096727272728	212140.88089624507	178.1943163389328	2024
YHR013C	ARD1	179428.6379260252	179.25005683462877	118607.02976038597	118.57239097560975	3731
YNL095C	YNL095C	206614.32441029308	179.309639042173	121561.74488634738	106.74424428877771	1399
YDR052C	DBF4	205206.47116699256	179.8580499178725	116767.61828861947	103.10366218224483	2557
YMR279C	YMR279C	197950.96114036848	179.96567475376884	123475.66199128979	112.5211856482412	2985
YPR128C	ANT1	207011.34428477788	179.9946150910415	139963.4828638019	120.75094472687546	2746
YCL054W	SPB1	157639.4039649123	180.13798421052633	116921.38603508771	139.8084254385965	57
YOR002W	ALG6	203733.41846132596	180.38220235267036	142815.90832596686	126.97550715930018	2172
YKR027W	BCH2	153362.35441935484	180.44644532258064	152338.85451612904	183.62252403225807	62
YOR302W	YOR302W	168075.15824561403	180.5169201754386	131322.17533333332	137.401480877193	57
YLR316C	TAD3	182258.69229805385	181.08688027192747	116743.51401812851	116.44286126366302	3751
YOL105C	WSC3	182869.2619553201	181.09697595347765	103295.90212436665	103.0782913127591	4342
YNL047C	SLM2	198558.6120275288	181.18870090268885	114624.63635339309	105.74772012804097	3124
YMR167W	MLH1	160232.594754717	181.29778849056603	103189.19824528303	115.50221481132074	106
YPR141C	KAR3	201337.2695660831	181.3509027566083	121927.18262684517	110.57139830758669	2913
YDR001C	NTH1	165069.83425925928	181.36096425925928	132590.44407407407	149.86362629629627	54
YDL213C	NOP6	207209.6206061204	181.79750731490623	149025.07733530767	131.05595908522542	3039
YLL033W	IRC19	182521.22983606555	181.82049426229506	214250.8029508197	207.32235475409837	61
YKR075C	YKR075C	213491.79262745098	182.20791519607843	118641.86943137256	102.29918254456328	2244
YPL149W	ATG5	208151.5041569433	182.4677515858669	125575.96509038618	110.9672362489729	2434
YNL048W	ALG11	197459.2082859691	182.52524708680141	132022.88555350772	122.4566650118906	3364
YPR010C	RPA135	191839.9785704879	182.63886026040106	115397.99910865011	109.97749590841066	3341
YLR131C	ACE2	237856.89539920044	182.80515618503713	141726.79036550544	110.9471652541405	1751
YGL027C	CWH41	206052.8000620438	182.86838981751825	117450.0191660584	105.0005971350365	1096
YBR143C	SUP45	152287.78968000002	182.8692251	102928.50039999999	125.5304673	100
YML082W	YML082W	208670.32320654715	183.18772513639908	127594.52415978177	112.77141693686671	2566
YNL199C	GCR2	199997.51869775186	183.8359117610325	118457.74355537051	109.31673445045796	2402
YCR012W	PGK1	182676.41620895523	183.97951686567163	121941.98447761194	122.2839632835821	67
YBR049C	REB1	183404.72313793103	184.27213465517244	126753.60293103447	127.50465913793104	58
YIL169C	CSS1	195497.41332009237	184.2740359861432	110636.252621709	104.5463088960739	2165
YDL057W	YDL057W	214892.89623606743	184.5336222949414	132780.02055158617	115.22621815090025	3499
YPL041C	MRX11	212794.23996982345	184.5946419871589	119401.80096629212	104.89039189085072	3115
YMR260C	TIF11	226663.59380427047	184.74208262455517	233276.34388523133	188.41004331850533	2248
YLR048W	RPS0B	224046.16585619468	184.87475264380532	187125.6304004425	152.18870337389382	904
YOR370C	MRS6	197334.39497179014	184.9257094147113	125841.95460690746	118.46212643026628	3793
YNL286W	CUS2	200053.0473272069	184.95265842662212	130586.2775210248	121.18964927318297	3591
YMR064W	AEP1	246747.7401960227	184.98113688920455	138857.6690625	107.8257644034091	704
YOR030W	DFG16	198671.9325737795	185.03959675809105	108566.98928085573	102.3580890756994	3646
YOL147C	PEX11	204500.61766491536	185.10824444833625	134402.00314535902	121.18224101576183	3426
YKR042W	UTH1	187019.3667930926	185.18304422919937	103336.17553846152	103.37415556043956	3185
YPL027W	SMA1	210829.1311221987	185.3070392769556	116827.11544778012	103.46705284143763	2365
YLR385C	SWC7	218937.92855182072	185.33394984593838	122792.79699439777	104.17826677871147	714
YJL027C	YJL027C	176078.4598360656	185.48463098360656	109904.5082295082	117.5244244262295	61
YOR092W	ECM3	215518.2632724442	185.54122437467566	118451.84907213286	103.39456468604048	1927
YLR362W	STE11	216880.9391701113	185.67888534711182	139687.35507260202	119.84797237413885	1887
YGL116W	CDC20	190837.2721818182	185.81160109090908	137972.58127272726	146.6383469090909	55
YPR095C	SYT1	196650.88145754047	185.81673148253338	112046.60548139732	107.11867718829878	3521
YPR140W	TAZ1	202156.74537027415	185.84849730158732	124182.25114054835	115.29199784704184	3465
YLR251W	SYM1	142932.7102894737	186.0641547368421	227187.47368421053	307.440084868421	76
YHR017W	YSC83	190242.62632676415	186.15008477431658	113075.68024920534	110.84608560394152	3146
YJR120W	YJR120W	198378.8992881356	186.40367915254237	146580.8647457627	141.47442983050848	59
YBR078W	ECM33	236003.05511466667	186.40535722666667	126829.99651377779	104.94501736888888	1125
YOR332W	VMA4	203651.68215892743	186.58683861347285	201206.99975277958	182.1720616088947	3058
YHR110W	ERP5	208905.88762119506	186.81068385569333	114496.98047200301	103.4218425516723	2661
YBR257W	POP4	245755.5775447667	186.95610406052964	139909.83600504414	104.76166252206811	1586
YHR212W-A	YHR212W-A	199885.6087499246	186.961771586727	119228.62322232277	112.13972968325793	3315
YLR459W	GAB1	170575.31027586205	186.98734827586208	112852.79306896552	122.13163879310345	58
YLR223C	IFH1	180400.01141860467	187.1668530232558	116207.50006976743	121.27781220930233	86
YPR032W	SRO7	207730.29837047512	187.43649538461537	131183.58448868777	119.15051834558824	3536
YOL098C	SDD3	203178.095156983	187.45286366654636	137473.18861494045	126.54789800072176	2771
YFL053W	DAK2	158884.63747826088	187.74633623188404	165948.84057971014	205.57528971014492	69
YOR192C	THI72	210125.67149930843	187.78758163900417	134350.08242669434	119.26361569847857	2892
YJL055W	YJL055W	198376.47601347772	187.79219514320096	167198.47797015644	157.42268589651022	4155
YCR084C	TUP1	175706.2390793651	187.80085936507936	124012.55492063492	131.7978931746032	63
YFR051C	RET2	218417.23549546525	187.80894470943903	139396.96816190795	120.79492715485388	2977
YNL336W	COS1	215485.51498512685	187.83199894138232	129263.67971128608	113.27677388013998	2286
YBR162C	TOS1	206548.19003871788	187.87983774357346	117716.8438540146	107.78535678197397	3151
YNL074C	MLF3	158656.33894915253	187.9334127118644	105205.79633898305	124.35775237288136	59
YEL006W	YEA6	196061.43323712	188.06338221439998	118352.80316992001	114.05701864	3125
YGL028C	SCW11	213328.4750451527	188.12640946215137	116700.65342164676	103.91853067397078	3012
YML115C	VAN1	156059.0424680851	188.24168670212768	108657.82921276597	130.4795264893617	94
YMR077C	VPS20	174453.5698987342	188.43162265822787	116958.20227848103	125.2235117721519	79
YGL179C	TOS3	202789.77992249324	188.43932169647695	109869.58050135501	103.44859754200542	3690
YNL098C	RAS2	204600.40053624118	188.64426551314946	145118.9486395125	133.51005669660037	3118
YNL304W	YPT11	220196.6968642424	188.97567263030302	127222.66121696969	111.05583296363638	1650
YAL063C	FLO9	205962.98176951671	189.0856922614622	114278.65487980175	106.01540368649319	1614
YNL243W	SLA2	205840.26041075122	189.15282999655412	135258.92521847002	124.93266942453481	2902
YMR307W	GAS1	224506.5406290707	189.24980725972995	128495.98258459095	111.00938430500398	1259
YNL257C	SIP3	217420.8389123832	189.2738409287383	120244.69975116823	106.33139614485981	1712
YPR103W	PRE2	208247.67076088887	189.40937298666665	146554.33837807408	133.80015812148147	3375
YNR059W	MNT4	209574.63697457185	189.87255573689674	113636.21379138558	103.99192999221587	3854
YAR050W	FLO1	199742.44563315218	189.96705341711956	109040.37365353262	105.18614370244565	1472
YPR061C	JID1	188260.3475	189.96886125	196061.15319444443	200.92224569444446	72
YAL049C	AIM2	201892.44458919318	190.02358592524055	165485.77830569947	156.8025847446336	2702
YMR023C	MSS1	164942.3042173913	190.0340756521739	142587.59782608695	164.1402510869565	92
YIL162W	SUC2	217880.13543567754	190.1108089193825	123133.50429674098	107.47084536020584	1166
YJL102W	MEF2	187795.47870422536	190.33189887323942	174838.40774647886	183.08964140845072	71
YGR191W	HIP1	212986.4229304646	190.34204661053946	120774.7234268787	108.93971477081385	3207
YLR160C	ASP3-4	222972.59068398268	190.3930839764997	121836.83984291898	104.36827066790352	1617
YOR209C	NPT1	180980.38342465754	190.42916684931507	195464.78126027397	203.94785698630136	73
YBR091C	TIM12	179841.17344827586	190.6341422413793	126017.27586206897	131.68751982758621	58
YGL008C	PMA1	227119.90278121136	190.64425058838071	194556.31178838073	162.039803552534	4045
YDL166C	FAP7	160478.3376923077	190.69075615384614	142468.9852307692	168.34178415384613	65
YPL246C	RBD2	213536.4804579541	190.9165987004004	156749.24113141609	140.05866711685476	2747
YKL164C	PIR1	216590.28830887098	191.20831128225805	117261.74152096774	104.28988589516129	2480
YBR085W	AAC3	222758.15198736312	191.21984412384163	144264.76700926706	123.95584530328559	2374
YBR284W	YBR284W	216345.31978589107	191.24577436262376	117397.60579826732	105.01481349319307	3232
YDL111C	RRP42	225794.8821639562	191.34356532359774	127569.62563757053	109.14191606704281	3013
YOR211C	MGM1	183231.778	191.35733962962965	146691.8152962963	153.683655	54
YCR011C	ADP1	215695.3975356058	191.37467855889304	121301.95277016539	108.24201226122173	2963
YPL099C	INA17	216963.04986708204	191.4506414226376	117539.50230252683	105.47872612668743	2889
YGL253W	HXK2	217044.56873022995	191.55250073471677	179964.3696421761	157.40267261357263	1783
YMR053C	STB2	209101.10194006146	191.60464845543035	113879.32403790984	106.13716801485656	3904
YMR075W	RCO1	208729.93164312074	191.65915538218238	115301.31364575645	107.04749942013706	3794
YBR173C	UMP1	189842.67371794127	191.69907181738876	151006.35558941553	152.12492346030822	3439
YAL008W	FUN14	158609.9893548387	191.7609151612903	92125.56999999999	111.65002731182796	93
YPL249C	GYP5	211310.03978861088	191.77185620362383	143025.64835634167	129.90871823123382	2318
YLR054C	OSW2	211893.8682693767	191.78093026558267	116434.63278915989	106.79308945528454	3690
YJR075W	HOC1	216781.52025703565	191.79490966697938	118585.48222326454	105.31030010787993	2132
YMR251W-A	HOR7	209169.45935391786	191.8032542004078	115803.52315758812	106.92182965919021	3433
YDR056C	EMC10	212052.49328635848	191.80452749718148	119763.78464937993	108.33427052987598	1774
YPL019C	VTC3	214780.1214139535	191.89902420751343	133660.30492093024	120.63338341681573	2795
YDL134C	PPH21	212260.7324821937	191.99783837606836	117770.89209259259	107.27624452279203	2808
YKL170W	MRPL38	175374.1277419355	192.0110791935484	125295.35532258065	139.39798161290324	62
YCL048W	SPS22	201228.40263797902	192.30233917790622	106497.08650396061	103.30459361806894	4671
YAR002C-A	ERP1	218669.3496154053	192.34004206571507	121233.06763587396	107.89874101535148	3713
YJL148W	RPA34	225981.49369459803	192.3792501829009	151118.63965206296	128.69602626967247	2351
YBR066C	NRG2	228452.0285512737	192.62049368386675	121234.30048073156	103.20977683866754	1531
YOR357C	SNX3	218745.81698872507	192.66655547267996	155174.3045562301	135.97526320034692	3459
YNL001W	DOM34	215730.55436374168	192.68776293947292	121405.0611427744	109.97990262959745	3453
YER098W	UBP9	205945.10240828627	192.69406609792844	116773.6358086629	109.54255170998117	2655
YNR021W	YNR021W	208280.88420598008	192.7699765141835	130050.92288985434	121.48833787630974	3913
YOR378W	AMF1	215951.82625402726	193.07639035935566	127916.98421189592	113.99110622366791	3228
YOL088C	MPD2	218367.83086909092	193.22097603636362	129932.75514909091	115.60192246060606	1650
YCR102C	YCR102C	202542.60072901373	193.370820951165	142860.5086734759	137.10032150654325	3133
YHL027W	RIM101	225351.03848343986	193.6062514294015	120826.85764206857	104.48103657176061	1721
YLL051C	FRE6	225979.40357281553	193.65853749730314	121123.14353398058	103.9084394390507	927
YNR070W	PDR18	215395.0833331256	193.9031231100031	112484.45212651917	102.74192490807106	3209
YOR298C-A	MBF1	220116.9212307216	194.11846911117993	150023.3934698049	132.69027417157014	3229
YOR186W	YOR186W	209651.70738638184	194.16337971695594	110729.99708571429	104.12201589853137	3745
YNL322C	KRE1	207480.37152551318	194.25073267448678	109479.22375718475	104.39269270087978	3410
YAL053W	FLC2	217804.12481454544	194.29049543030303	116297.75667878789	104.92530153939394	3300
YBR200W-A	YBR200W-A	201946.72372029562	194.30548229675952	105460.76063729392	101.86617486924388	3518
YOL126C	MDH2	219643.87345606415	194.3378807951888	126301.41364717674	112.32054572001337	2993
YOR032W-A	YOR032W-A	212706.0732698515	194.3559085732731	110608.49037185281	102.24981143963846	3098
YPR091C	NVJ2	220259.3491436646	194.36970681582667	139786.59781723976	122.67175860574659	2123
YOR018W	ROD1	212738.83113674418	194.41369231007752	118623.8393860465	109.54989277829458	3225
YDR382W	RPP2B	212407.2456943475	194.4634565038381	118283.06558967203	108.46078666434055	1433
YNL009W	IDP3	224471.2442654978	194.508387633062	141458.67064495932	123.3602112586099	1597
YGL259W	YPS5	237319.2679091621	194.51223046202037	128985.19894440092	106.30491469068129	1277
YGL062W	PYC1	208805.40231632654	194.54045674234695	147839.09832346937	137.34104413010203	3920
YNL207W	RIO2	172684.67821428573	194.65745083333334	497438.2367857143	557.4158702380953	84
YDR385W	EFT2	238681.04226666666	194.78413875132276	194835.2114730159	158.7527942962963	945
YIL173W	VTH1	209221.36906599218	194.785351788917	115236.51530282824	108.05889140722005	4349
YNL108C	YNL108C	208649.13736181575	194.85530666889187	127435.04139986649	119.66640658878505	2996
YNL190W	YNL190W	216375.24618489892	194.8625145511296	115744.61263436386	105.16428864744351	3364
YLR039C	RIC1	201670.99863636363	194.99123606060607	203996.16621212123	229.6633006060606	66
YOR377W	ATF1	207409.4002001056	195.06583564413938	127704.56127402323	121.28695182154172	3788
YLR278C	YLR278C	237444.37804633687	195.0793533187226	126442.6525097057	104.78182455228554	1597
YGR131W	FHN1	222963.00332312923	195.2241559807256	146728.30178571428	127.55013302721089	1764
YLR031W	YLR031W	210072.98838003096	195.2272667763158	110952.25044040248	104.31784195046438	2584
YNR056C	BIO5	217557.6635271261	195.35485369134898	120728.68586803519	109.18389342375367	2728
YLR216C	CPR6	210200.82294853296	195.4616176142376	177346.84607118808	165.37536245791247	2079
YPL199C	YPL199C	218807.96383636363	195.52150821818182	172468.0792139394	154.40833478484848	3300
YOR161C	PNS1	222719.7603395722	195.58808706327986	155685.68588235293	132.610871657754	2244
YNL187W	SWT21	194319.3285596206	195.5905150813008	101464.35189498647	102.42140364159891	2952
